PID,field_abstract,field_alt_title,field_classification,field_copyright_date,field_date_captured,field_dewey_classification,field_edition,field_edtf_date_created,field_edtf_date_issued,field_extent,field_full_title,field_geographic_subject,field_identifier,field_is_preceded_by,field_is_succeeded_by,field_isbn,field_language,field_lcc_classification,field_linked_agent,field_local_identifier,field_mode_of_issuance,field_note,field_oclc_number,field_physical_form,field_pid,field_place_published,field_place_published_country,field_resource_type,field_rights,field_subject,field_subjects_name,field_table_of_contents,title
lsu-ag-agexp:3802,,,,,,,,,,,lsu-ag-agexp:3537-152,,,,,,,,,,,,,,lsu-ag-agexp:3802,,,,,,,,lsu-ag-agexp:3537-152
lsu-ag-agexp:3803,,,,,,,,,,,lsu-ag-agexp:3537-56,,,,,,,,,,,,,,lsu-ag-agexp:3803,,,,,,,,lsu-ag-agexp:3537-56
lsu-ag-agexp:3804,,,,,,,,,,,lsu-ag-agexp:3537-165,,,,,,,,,,,,,,lsu-ag-agexp:3804,,,,,,,,lsu-ag-agexp:3537-165
lsu-ag-agexp:3805,,,,,,,,,,,lsu-ag-agexp:3537-77,,,,,,,,,,,,,,lsu-ag-agexp:3805,,,,,,,,lsu-ag-agexp:3537-77
lsu-ag-agexp:3806,,,,,,,,,,,lsu-ag-agexp:3537-252,,,,,,,,,,,,,,lsu-ag-agexp:3806,,,,,,,,lsu-ag-agexp:3537-252
lsu-ag-agexp:3807,,,,,,,,,,,lsu-ag-agexp:3537-158,,,,,,,,,,,,,,lsu-ag-agexp:3807,,,,,,,,lsu-ag-agexp:3537-158
lsu-ag-agexp:3808,,,,,,,,,,,lsu-ag-agexp:3537-240,,,,,,,,,,,,,,lsu-ag-agexp:3808,,,,,,,,lsu-ag-agexp:3537-240
lsu-ag-agexp:3809,,,,,,,,,,,lsu-ag-agexp:3537-99,,,,,,,,,,,,,,lsu-ag-agexp:3809,,,,,,,,lsu-ag-agexp:3537-99
lsu-ag-agexp:380,,,,,,,,,,,lsu-ag-agexp:321-6,,,,,,,,,,,,,,lsu-ag-agexp:380,,,,,,,,lsu-ag-agexp:321-6
lsu-ag-agexp:3810,,,,,,,,,,,lsu-ag-agexp:3537-179,,,,,,,,,,,,,,lsu-ag-agexp:3810,,,,,,,,lsu-ag-agexp:3537-179
lsu-ag-agexp:3811,,,,,,,,,,,lsu-ag-agexp:3537-120,,,,,,,,,,,,,,lsu-ag-agexp:3811,,,,,,,,lsu-ag-agexp:3537-120
lsu-ag-agexp:3812,,,,,,,,,,,lsu-ag-agexp:3537-304,,,,,,,,,,,,,,lsu-ag-agexp:3812,,,,,,,,lsu-ag-agexp:3537-304
lsu-ag-agexp:3813,,,,,,,,,,,lsu-ag-agexp:3537-74,,,,,,,,,,,,,,lsu-ag-agexp:3813,,,,,,,,lsu-ag-agexp:3537-74
lsu-ag-agexp:3814,,,,,,,,,,,lsu-ag-agexp:3537-209,,,,,,,,,,,,,,lsu-ag-agexp:3814,,,,,,,,lsu-ag-agexp:3537-209
lsu-ag-agexp:3815,,,,,,,,,,,lsu-ag-agexp:3537-212,,,,,,,,,,,,,,lsu-ag-agexp:3815,,,,,,,,lsu-ag-agexp:3537-212
lsu-ag-agexp:3816,,,,,,,,,,,lsu-ag-agexp:3537-52,,,,,,,,,,,,,,lsu-ag-agexp:3816,,,,,,,,lsu-ag-agexp:3537-52
lsu-ag-agexp:3817,,,,,,,,,,,lsu-ag-agexp:3537-67,,,,,,,,,,,,,,lsu-ag-agexp:3817,,,,,,,,lsu-ag-agexp:3537-67
lsu-ag-agexp:3818,,,,,,,,,,,lsu-ag-agexp:3537-76,,,,,,,,,,,,,,lsu-ag-agexp:3818,,,,,,,,lsu-ag-agexp:3537-76
lsu-ag-agexp:3819,,,,,,,,,,,lsu-ag-agexp:3537-22,,,,,,,,,,,,,,lsu-ag-agexp:3819,,,,,,,,lsu-ag-agexp:3537-22
lsu-ag-agexp:381,,,,,,,,,,,lsu-ag-agexp:321-83,,,,,,,,,,,,,,lsu-ag-agexp:381,,,,,,,,lsu-ag-agexp:321-83
lsu-ag-agexp:3820,,,,,,,,,,,lsu-ag-agexp:3537-65,,,,,,,,,,,,,,lsu-ag-agexp:3820,,,,,,,,lsu-ag-agexp:3537-65
lsu-ag-agexp:3821,,,,,,,,,,,lsu-ag-agexp:3537-170,,,,,,,,,,,,,,lsu-ag-agexp:3821,,,,,,,,lsu-ag-agexp:3537-170
lsu-ag-agexp:3822,,,,,,,,,,,lsu-ag-agexp:3537-317,,,,,,,,,,,,,,lsu-ag-agexp:3822,,,,,,,,lsu-ag-agexp:3537-317
lsu-ag-agexp:3823,,,,,,,,,,,lsu-ag-agexp:3537-218,,,,,,,,,,,,,,lsu-ag-agexp:3823,,,,,,,,lsu-ag-agexp:3537-218
lsu-ag-agexp:3824,,,,,,,,,,,lsu-ag-agexp:3537-331,,,,,,,,,,,,,,lsu-ag-agexp:3824,,,,,,,,lsu-ag-agexp:3537-331
lsu-ag-agexp:3825,,,,,,,,,,,lsu-ag-agexp:3537-169,,,,,,,,,,,,,,lsu-ag-agexp:3825,,,,,,,,lsu-ag-agexp:3537-169
lsu-ag-agexp:3826,,,,,,,,,,,lsu-ag-agexp:3537-232,,,,,,,,,,,,,,lsu-ag-agexp:3826,,,,,,,,lsu-ag-agexp:3537-232
lsu-ag-agexp:3827,,,,,,,,,,,lsu-ag-agexp:3537-21,,,,,,,,,,,,,,lsu-ag-agexp:3827,,,,,,,,lsu-ag-agexp:3537-21
lsu-ag-agexp:3828,,,,,,,,,,,lsu-ag-agexp:3537-328,,,,,,,,,,,,,,lsu-ag-agexp:3828,,,,,,,,lsu-ag-agexp:3537-328
lsu-ag-agexp:3829,,,,,,,,,,,lsu-ag-agexp:3537-231,,,,,,,,,,,,,,lsu-ag-agexp:3829,,,,,,,,lsu-ag-agexp:3537-231
lsu-ag-agexp:382,,,,,,,,,,,lsu-ag-agexp:321-85,,,,,,,,,,,,,,lsu-ag-agexp:382,,,,,,,,lsu-ag-agexp:321-85
lsu-ag-agexp:3830,,,,,,,,,,,lsu-ag-agexp:3537-270,,,,,,,,,,,,,,lsu-ag-agexp:3830,,,,,,,,lsu-ag-agexp:3537-270
lsu-ag-agexp:3831,,,,,,,,,,,lsu-ag-agexp:3537-119,,,,,,,,,,,,,,lsu-ag-agexp:3831,,,,,,,,lsu-ag-agexp:3537-119
lsu-ag-agexp:3832,,,,,,,,,,,lsu-ag-agexp:3537-20,,,,,,,,,,,,,,lsu-ag-agexp:3832,,,,,,,,lsu-ag-agexp:3537-20
lsu-ag-agexp:3833,,,,,,,,,,,lsu-ag-agexp:3537-106,,,,,,,,,,,,,,lsu-ag-agexp:3833,,,,,,,,lsu-ag-agexp:3537-106
lsu-ag-agexp:3834,,,,,,,,,,,lsu-ag-agexp:3537-280,,,,,,,,,,,,,,lsu-ag-agexp:3834,,,,,,,,lsu-ag-agexp:3537-280
lsu-ag-agexp:3835,,,,,,,,,,,lsu-ag-agexp:3537-66,,,,,,,,,,,,,,lsu-ag-agexp:3835,,,,,,,,lsu-ag-agexp:3537-66
lsu-ag-agexp:3836,,,,,,,,,,,lsu-ag-agexp:3537-275,,,,,,,,,,,,,,lsu-ag-agexp:3836,,,,,,,,lsu-ag-agexp:3537-275
lsu-ag-agexp:3837,,,,,,,,,,,lsu-ag-agexp:3537-243,,,,,,,,,,,,,,lsu-ag-agexp:3837,,,,,,,,lsu-ag-agexp:3537-243
lsu-ag-agexp:3838,,,,,,,,,,,lsu-ag-agexp:3537-8,,,,,,,,,,,,,,lsu-ag-agexp:3838,,,,,,,,lsu-ag-agexp:3537-8
lsu-ag-agexp:3839,,,,,,,,,,,lsu-ag-agexp:3537-198,,,,,,,,,,,,,,lsu-ag-agexp:3839,,,,,,,,lsu-ag-agexp:3537-198
lsu-ag-agexp:383,,,,,,,,,,,lsu-ag-agexp:321-7,,,,,,,,,,,,,,lsu-ag-agexp:383,,,,,,,,lsu-ag-agexp:321-7
lsu-ag-agexp:3840,,,,,,,,,,,lsu-ag-agexp:3537-299,,,,,,,,,,,,,,lsu-ag-agexp:3840,,,,,,,,lsu-ag-agexp:3537-299
lsu-ag-agexp:3841,,,,,,,,,,,lsu-ag-agexp:3537-273,,,,,,,,,,,,,,lsu-ag-agexp:3841,,,,,,,,lsu-ag-agexp:3537-273
lsu-ag-agexp:3842,,,,,,,,,,,lsu-ag-agexp:3537-298,,,,,,,,,,,,,,lsu-ag-agexp:3842,,,,,,,,lsu-ag-agexp:3537-298
lsu-ag-agexp:3843,,,,,,,,,,,lsu-ag-agexp:3537-225,,,,,,,,,,,,,,lsu-ag-agexp:3843,,,,,,,,lsu-ag-agexp:3537-225
lsu-ag-agexp:3844,,,,,,,,,,,lsu-ag-agexp:3537-222,,,,,,,,,,,,,,lsu-ag-agexp:3844,,,,,,,,lsu-ag-agexp:3537-222
lsu-ag-agexp:3845,,,,,,,,,,,lsu-ag-agexp:3537-164,,,,,,,,,,,,,,lsu-ag-agexp:3845,,,,,,,,lsu-ag-agexp:3537-164
lsu-ag-agexp:3846,,,,,,,,,,,lsu-ag-agexp:3537-14,,,,,,,,,,,,,,lsu-ag-agexp:3846,,,,,,,,lsu-ag-agexp:3537-14
lsu-ag-agexp:3847,,,,,,,,,,,lsu-ag-agexp:3537-310,,,,,,,,,,,,,,lsu-ag-agexp:3847,,,,,,,,lsu-ag-agexp:3537-310
lsu-ag-agexp:3848,,,,,,,,,,,lsu-ag-agexp:3537-159,,,,,,,,,,,,,,lsu-ag-agexp:3848,,,,,,,,lsu-ag-agexp:3537-159
lsu-ag-agexp:3849,,,,,,,,,,,lsu-ag-agexp:3537-288,,,,,,,,,,,,,,lsu-ag-agexp:3849,,,,,,,,lsu-ag-agexp:3537-288
lsu-ag-agexp:384,,,,,,,,,,,lsu-ag-agexp:321-79,,,,,,,,,,,,,,lsu-ag-agexp:384,,,,,,,,lsu-ag-agexp:321-79
lsu-ag-agexp:3850,,,,,,,,,,,lsu-ag-agexp:3537-11,,,,,,,,,,,,,,lsu-ag-agexp:3850,,,,,,,,lsu-ag-agexp:3537-11
lsu-ag-agexp:3851,,,,,,,,,,,lsu-ag-agexp:3537-59,,,,,,,,,,,,,,lsu-ag-agexp:3851,,,,,,,,lsu-ag-agexp:3537-59
lsu-ag-agexp:3852,,,,,,,,,,,lsu-ag-agexp:3537-72,,,,,,,,,,,,,,lsu-ag-agexp:3852,,,,,,,,lsu-ag-agexp:3537-72
lsu-ag-agexp:3853,,,,,,,,,,,lsu-ag-agexp:3537-60,,,,,,,,,,,,,,lsu-ag-agexp:3853,,,,,,,,lsu-ag-agexp:3537-60
lsu-ag-agexp:3854,,,,,,,,,,,lsu-ag-agexp:3537-121,,,,,,,,,,,,,,lsu-ag-agexp:3854,,,,,,,,lsu-ag-agexp:3537-121
lsu-ag-agexp:3855,,,,,,,,,,,lsu-ag-agexp:3537-154,,,,,,,,,,,,,,lsu-ag-agexp:3855,,,,,,,,lsu-ag-agexp:3537-154
lsu-ag-agexp:3856,,,,,,,,,,,lsu-ag-agexp:3537-160,,,,,,,,,,,,,,lsu-ag-agexp:3856,,,,,,,,lsu-ag-agexp:3537-160
lsu-ag-agexp:3857,,,,,,,,,,,lsu-ag-agexp:3537-75,,,,,,,,,,,,,,lsu-ag-agexp:3857,,,,,,,,lsu-ag-agexp:3537-75
lsu-ag-agexp:3858,,,,,,,,,,,lsu-ag-agexp:3537-262,,,,,,,,,,,,,,lsu-ag-agexp:3858,,,,,,,,lsu-ag-agexp:3537-262
lsu-ag-agexp:3859,,,,,,,,,,,lsu-ag-agexp:3537-37,,,,,,,,,,,,,,lsu-ag-agexp:3859,,,,,,,,lsu-ag-agexp:3537-37
lsu-ag-agexp:385,,,,,,,,,,,lsu-ag-agexp:321-49,,,,,,,,,,,,,,lsu-ag-agexp:385,,,,,,,,lsu-ag-agexp:321-49
lsu-ag-agexp:3860,,,,,,,,,,,lsu-ag-agexp:3537-34,,,,,,,,,,,,,,lsu-ag-agexp:3860,,,,,,,,lsu-ag-agexp:3537-34
lsu-ag-agexp:3861,,,,,,,,,,,lsu-ag-agexp:3537-44,,,,,,,,,,,,,,lsu-ag-agexp:3861,,,,,,,,lsu-ag-agexp:3537-44
lsu-ag-agexp:3862,,,,,,,,,,,lsu-ag-agexp:3537-134,,,,,,,,,,,,,,lsu-ag-agexp:3862,,,,,,,,lsu-ag-agexp:3537-134
lsu-ag-agexp:3863,,,,,,,,,,,lsu-ag-agexp:3537-322,,,,,,,,,,,,,,lsu-ag-agexp:3863,,,,,,,,lsu-ag-agexp:3537-322
lsu-ag-agexp:3864,,,,,,,,,,,lsu-ag-agexp:3537-219,,,,,,,,,,,,,,lsu-ag-agexp:3864,,,,,,,,lsu-ag-agexp:3537-219
lsu-ag-agexp:3865,,,,,,,,,,,lsu-ag-agexp:3537-140,,,,,,,,,,,,,,lsu-ag-agexp:3865,,,,,,,,lsu-ag-agexp:3537-140
lsu-ag-agexp:3866,,,,,,,,,,,lsu-ag-agexp:3537-130,,,,,,,,,,,,,,lsu-ag-agexp:3866,,,,,,,,lsu-ag-agexp:3537-130
lsu-ag-agexp:3867,,,,,,,,,,,lsu-ag-agexp:3537-81,,,,,,,,,,,,,,lsu-ag-agexp:3867,,,,,,,,lsu-ag-agexp:3537-81
lsu-ag-agexp:3868,,,,,,,,,,,lsu-ag-agexp:3537-133,,,,,,,,,,,,,,lsu-ag-agexp:3868,,,,,,,,lsu-ag-agexp:3537-133
lsu-ag-agexp:3869,,,,,,,,,,,lsu-ag-agexp:3537-216,,,,,,,,,,,,,,lsu-ag-agexp:3869,,,,,,,,lsu-ag-agexp:3537-216
lsu-ag-agexp:386,,,,,,,,,,,lsu-ag-agexp:321-10,,,,,,,,,,,,,,lsu-ag-agexp:386,,,,,,,,lsu-ag-agexp:321-10
lsu-ag-agexp:3870,,,,,,,,,1985,,"Sugarcane Research Annual Progress Report, 1985",,,,,,,,"relators:aut:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Louisiana Agricultural Experiment Station, Louisiana State University Agriculturual Center",,,host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection,,,lsu-ag-agexp:3870,,,Text,use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Sugarcane -- Louisiana,,,"Sugarcane Research Annual Progress Report, 1985"
lsu-ag-agexp:3871,,,,,,,,,,,lsu-ag-agexp:3870-50,,,,,,,,,,,,,,lsu-ag-agexp:3871,,,,,,,,lsu-ag-agexp:3870-50
lsu-ag-agexp:3872,,,,,,,,,,,lsu-ag-agexp:3870-29,,,,,,,,,,,,,,lsu-ag-agexp:3872,,,,,,,,lsu-ag-agexp:3870-29
lsu-ag-agexp:3873,,,,,,,,,,,lsu-ag-agexp:3870-33,,,,,,,,,,,,,,lsu-ag-agexp:3873,,,,,,,,lsu-ag-agexp:3870-33
lsu-ag-agexp:3874,,,,,,,,,,,lsu-ag-agexp:3870-32,,,,,,,,,,,,,,lsu-ag-agexp:3874,,,,,,,,lsu-ag-agexp:3870-32
lsu-ag-agexp:3875,,,,,,,,,,,lsu-ag-agexp:3870-124,,,,,,,,,,,,,,lsu-ag-agexp:3875,,,,,,,,lsu-ag-agexp:3870-124
lsu-ag-agexp:3876,,,,,,,,,,,lsu-ag-agexp:3870-101,,,,,,,,,,,,,,lsu-ag-agexp:3876,,,,,,,,lsu-ag-agexp:3870-101
lsu-ag-agexp:3877,,,,,,,,,,,lsu-ag-agexp:3870-43,,,,,,,,,,,,,,lsu-ag-agexp:3877,,,,,,,,lsu-ag-agexp:3870-43
lsu-ag-agexp:3878,,,,,,,,,,,lsu-ag-agexp:3870-70,,,,,,,,,,,,,,lsu-ag-agexp:3878,,,,,,,,lsu-ag-agexp:3870-70
lsu-ag-agexp:3879,,,,,,,,,,,lsu-ag-agexp:3870-73,,,,,,,,,,,,,,lsu-ag-agexp:3879,,,,,,,,lsu-ag-agexp:3870-73
lsu-ag-agexp:387,,,,,,,,,,,lsu-ag-agexp:321-38,,,,,,,,,,,,,,lsu-ag-agexp:387,,,,,,,,lsu-ag-agexp:321-38
lsu-ag-agexp:3880,,,,,,,,,,,lsu-ag-agexp:3870-116,,,,,,,,,,,,,,lsu-ag-agexp:3880,,,,,,,,lsu-ag-agexp:3870-116
lsu-ag-agexp:3881,,,,,,,,,,,lsu-ag-agexp:3870-95,,,,,,,,,,,,,,lsu-ag-agexp:3881,,,,,,,,lsu-ag-agexp:3870-95
lsu-ag-agexp:3882,,,,,,,,,,,lsu-ag-agexp:3870-109,,,,,,,,,,,,,,lsu-ag-agexp:3882,,,,,,,,lsu-ag-agexp:3870-109
lsu-ag-agexp:3883,,,,,,,,,,,lsu-ag-agexp:3870-12,,,,,,,,,,,,,,lsu-ag-agexp:3883,,,,,,,,lsu-ag-agexp:3870-12
lsu-ag-agexp:3884,,,,,,,,,,,lsu-ag-agexp:3870-112,,,,,,,,,,,,,,lsu-ag-agexp:3884,,,,,,,,lsu-ag-agexp:3870-112
lsu-ag-agexp:3885,,,,,,,,,,,lsu-ag-agexp:3870-78,,,,,,,,,,,,,,lsu-ag-agexp:3885,,,,,,,,lsu-ag-agexp:3870-78
lsu-ag-agexp:3886,,,,,,,,,,,lsu-ag-agexp:3870-64,,,,,,,,,,,,,,lsu-ag-agexp:3886,,,,,,,,lsu-ag-agexp:3870-64
lsu-ag-agexp:3887,,,,,,,,,,,lsu-ag-agexp:3870-25,,,,,,,,,,,,,,lsu-ag-agexp:3887,,,,,,,,lsu-ag-agexp:3870-25
lsu-ag-agexp:3888,,,,,,,,,,,lsu-ag-agexp:3870-54,,,,,,,,,,,,,,lsu-ag-agexp:3888,,,,,,,,lsu-ag-agexp:3870-54
lsu-ag-agexp:3889,,,,,,,,,,,lsu-ag-agexp:3870-19,,,,,,,,,,,,,,lsu-ag-agexp:3889,,,,,,,,lsu-ag-agexp:3870-19
lsu-ag-agexp:388,,,,,,,,,,,lsu-ag-agexp:321-57,,,,,,,,,,,,,,lsu-ag-agexp:388,,,,,,,,lsu-ag-agexp:321-57
lsu-ag-agexp:3890,,,,,,,,,,,lsu-ag-agexp:3870-27,,,,,,,,,,,,,,lsu-ag-agexp:3890,,,,,,,,lsu-ag-agexp:3870-27
lsu-ag-agexp:3891,,,,,,,,,,,lsu-ag-agexp:3870-40,,,,,,,,,,,,,,lsu-ag-agexp:3891,,,,,,,,lsu-ag-agexp:3870-40
lsu-ag-agexp:3892,,,,,,,,,,,lsu-ag-agexp:3870-113,,,,,,,,,,,,,,lsu-ag-agexp:3892,,,,,,,,lsu-ag-agexp:3870-113
lsu-ag-agexp:3893,,,,,,,,,,,lsu-ag-agexp:3870-9,,,,,,,,,,,,,,lsu-ag-agexp:3893,,,,,,,,lsu-ag-agexp:3870-9
lsu-ag-agexp:3894,,,,,,,,,,,lsu-ag-agexp:3870-89,,,,,,,,,,,,,,lsu-ag-agexp:3894,,,,,,,,lsu-ag-agexp:3870-89
lsu-ag-agexp:3895,,,,,,,,,,,lsu-ag-agexp:3870-115,,,,,,,,,,,,,,lsu-ag-agexp:3895,,,,,,,,lsu-ag-agexp:3870-115
lsu-ag-agexp:3896,,,,,,,,,,,lsu-ag-agexp:3870-87,,,,,,,,,,,,,,lsu-ag-agexp:3896,,,,,,,,lsu-ag-agexp:3870-87
lsu-ag-agexp:3897,,,,,,,,,,,lsu-ag-agexp:3870-36,,,,,,,,,,,,,,lsu-ag-agexp:3897,,,,,,,,lsu-ag-agexp:3870-36
lsu-ag-agexp:3898,,,,,,,,,,,lsu-ag-agexp:3870-53,,,,,,,,,,,,,,lsu-ag-agexp:3898,,,,,,,,lsu-ag-agexp:3870-53
lsu-ag-agexp:3899,,,,,,,,,,,lsu-ag-agexp:3870-127,,,,,,,,,,,,,,lsu-ag-agexp:3899,,,,,,,,lsu-ag-agexp:3870-127
lsu-ag-agexp:389,,,,,,,,,,,lsu-ag-agexp:321-90,,,,,,,,,,,,,,lsu-ag-agexp:389,,,,,,,,lsu-ag-agexp:321-90
lsu-ag-agexp:38,,,,,,,,,,,lsu-ag-agexp:1-14,,,,,,,,,,,,,,lsu-ag-agexp:38,,,,,,,,lsu-ag-agexp:1-14
lsu-ag-agexp:3900,,,,,,,,,,,lsu-ag-agexp:3870-16,,,,,,,,,,,,,,lsu-ag-agexp:3900,,,,,,,,lsu-ag-agexp:3870-16
lsu-ag-agexp:3901,,,,,,,,,,,lsu-ag-agexp:3870-111,,,,,,,,,,,,,,lsu-ag-agexp:3901,,,,,,,,lsu-ag-agexp:3870-111
lsu-ag-agexp:3902,,,,,,,,,,,lsu-ag-agexp:3870-41,,,,,,,,,,,,,,lsu-ag-agexp:3902,,,,,,,,lsu-ag-agexp:3870-41
lsu-ag-agexp:3903,,,,,,,,,,,lsu-ag-agexp:3870-69,,,,,,,,,,,,,,lsu-ag-agexp:3903,,,,,,,,lsu-ag-agexp:3870-69
lsu-ag-agexp:3904,,,,,,,,,,,lsu-ag-agexp:3870-71,,,,,,,,,,,,,,lsu-ag-agexp:3904,,,,,,,,lsu-ag-agexp:3870-71
lsu-ag-agexp:3905,,,,,,,,,,,lsu-ag-agexp:3870-103,,,,,,,,,,,,,,lsu-ag-agexp:3905,,,,,,,,lsu-ag-agexp:3870-103
lsu-ag-agexp:3906,,,,,,,,,,,lsu-ag-agexp:3870-46,,,,,,,,,,,,,,lsu-ag-agexp:3906,,,,,,,,lsu-ag-agexp:3870-46
lsu-ag-agexp:3907,,,,,,,,,,,lsu-ag-agexp:3870-105,,,,,,,,,,,,,,lsu-ag-agexp:3907,,,,,,,,lsu-ag-agexp:3870-105
lsu-ag-agexp:3908,,,,,,,,,,,lsu-ag-agexp:3870-91,,,,,,,,,,,,,,lsu-ag-agexp:3908,,,,,,,,lsu-ag-agexp:3870-91
lsu-ag-agexp:3909,,,,,,,,,,,lsu-ag-agexp:3870-129,,,,,,,,,,,,,,lsu-ag-agexp:3909,,,,,,,,lsu-ag-agexp:3870-129
lsu-ag-agexp:390,,,,,,,,,,,lsu-ag-agexp:321-104,,,,,,,,,,,,,,lsu-ag-agexp:390,,,,,,,,lsu-ag-agexp:321-104
lsu-ag-agexp:3910,,,,,,,,,,,lsu-ag-agexp:3870-24,,,,,,,,,,,,,,lsu-ag-agexp:3910,,,,,,,,lsu-ag-agexp:3870-24
lsu-ag-agexp:3911,,,,,,,,,,,lsu-ag-agexp:3870-63,,,,,,,,,,,,,,lsu-ag-agexp:3911,,,,,,,,lsu-ag-agexp:3870-63
lsu-ag-agexp:3912,,,,,,,,,,,lsu-ag-agexp:3870-15,,,,,,,,,,,,,,lsu-ag-agexp:3912,,,,,,,,lsu-ag-agexp:3870-15
lsu-ag-agexp:3913,,,,,,,,,,,lsu-ag-agexp:3870-96,,,,,,,,,,,,,,lsu-ag-agexp:3913,,,,,,,,lsu-ag-agexp:3870-96
lsu-ag-agexp:3914,,,,,,,,,,,lsu-ag-agexp:3870-31,,,,,,,,,,,,,,lsu-ag-agexp:3914,,,,,,,,lsu-ag-agexp:3870-31
lsu-ag-agexp:3915,,,,,,,,,,,lsu-ag-agexp:3870-82,,,,,,,,,,,,,,lsu-ag-agexp:3915,,,,,,,,lsu-ag-agexp:3870-82
lsu-ag-agexp:3916,,,,,,,,,,,lsu-ag-agexp:3870-125,,,,,,,,,,,,,,lsu-ag-agexp:3916,,,,,,,,lsu-ag-agexp:3870-125
lsu-ag-agexp:3917,,,,,,,,,,,lsu-ag-agexp:3870-61,,,,,,,,,,,,,,lsu-ag-agexp:3917,,,,,,,,lsu-ag-agexp:3870-61
lsu-ag-agexp:3918,,,,,,,,,,,lsu-ag-agexp:3870-48,,,,,,,,,,,,,,lsu-ag-agexp:3918,,,,,,,,lsu-ag-agexp:3870-48
lsu-ag-agexp:3919,,,,,,,,,,,lsu-ag-agexp:3870-47,,,,,,,,,,,,,,lsu-ag-agexp:3919,,,,,,,,lsu-ag-agexp:3870-47
lsu-ag-agexp:391,,,,,,,,,,,lsu-ag-agexp:321-39,,,,,,,,,,,,,,lsu-ag-agexp:391,,,,,,,,lsu-ag-agexp:321-39
lsu-ag-agexp:3920,,,,,,,,,,,lsu-ag-agexp:3870-92,,,,,,,,,,,,,,lsu-ag-agexp:3920,,,,,,,,lsu-ag-agexp:3870-92
lsu-ag-agexp:3921,,,,,,,,,,,lsu-ag-agexp:3870-107,,,,,,,,,,,,,,lsu-ag-agexp:3921,,,,,,,,lsu-ag-agexp:3870-107
lsu-ag-agexp:3922,,,,,,,,,,,lsu-ag-agexp:3870-3,,,,,,,,,,,,,,lsu-ag-agexp:3922,,,,,,,,lsu-ag-agexp:3870-3
lsu-ag-agexp:3923,,,,,,,,,,,lsu-ag-agexp:3870-110,,,,,,,,,,,,,,lsu-ag-agexp:3923,,,,,,,,lsu-ag-agexp:3870-110
lsu-ag-agexp:3924,,,,,,,,,,,lsu-ag-agexp:3870-4,,,,,,,,,,,,,,lsu-ag-agexp:3924,,,,,,,,lsu-ag-agexp:3870-4
lsu-ag-agexp:3925,,,,,,,,,,,lsu-ag-agexp:3870-30,,,,,,,,,,,,,,lsu-ag-agexp:3925,,,,,,,,lsu-ag-agexp:3870-30
lsu-ag-agexp:3926,,,,,,,,,,,lsu-ag-agexp:3870-122,,,,,,,,,,,,,,lsu-ag-agexp:3926,,,,,,,,lsu-ag-agexp:3870-122
lsu-ag-agexp:3927,,,,,,,,,,,lsu-ag-agexp:3870-62,,,,,,,,,,,,,,lsu-ag-agexp:3927,,,,,,,,lsu-ag-agexp:3870-62
lsu-ag-agexp:3928,,,,,,,,,,,lsu-ag-agexp:3870-117,,,,,,,,,,,,,,lsu-ag-agexp:3928,,,,,,,,lsu-ag-agexp:3870-117
lsu-ag-agexp:3929,,,,,,,,,,,lsu-ag-agexp:3870-102,,,,,,,,,,,,,,lsu-ag-agexp:3929,,,,,,,,lsu-ag-agexp:3870-102
lsu-ag-agexp:392,,,,,,,,,,,lsu-ag-agexp:321-51,,,,,,,,,,,,,,lsu-ag-agexp:392,,,,,,,,lsu-ag-agexp:321-51
lsu-ag-agexp:3930,,,,,,,,,,,lsu-ag-agexp:3870-17,,,,,,,,,,,,,,lsu-ag-agexp:3930,,,,,,,,lsu-ag-agexp:3870-17
lsu-ag-agexp:3931,,,,,,,,,,,lsu-ag-agexp:3870-35,,,,,,,,,,,,,,lsu-ag-agexp:3931,,,,,,,,lsu-ag-agexp:3870-35
lsu-ag-agexp:3932,,,,,,,,,,,lsu-ag-agexp:3870-55,,,,,,,,,,,,,,lsu-ag-agexp:3932,,,,,,,,lsu-ag-agexp:3870-55
lsu-ag-agexp:3933,,,,,,,,,,,lsu-ag-agexp:3870-94,,,,,,,,,,,,,,lsu-ag-agexp:3933,,,,,,,,lsu-ag-agexp:3870-94
lsu-ag-agexp:3934,,,,,,,,,,,lsu-ag-agexp:3870-23,,,,,,,,,,,,,,lsu-ag-agexp:3934,,,,,,,,lsu-ag-agexp:3870-23
lsu-ag-agexp:3935,,,,,,,,,,,lsu-ag-agexp:3870-5,,,,,,,,,,,,,,lsu-ag-agexp:3935,,,,,,,,lsu-ag-agexp:3870-5
lsu-ag-agexp:3936,,,,,,,,,,,lsu-ag-agexp:3870-97,,,,,,,,,,,,,,lsu-ag-agexp:3936,,,,,,,,lsu-ag-agexp:3870-97
lsu-ag-agexp:3937,,,,,,,,,,,lsu-ag-agexp:3870-114,,,,,,,,,,,,,,lsu-ag-agexp:3937,,,,,,,,lsu-ag-agexp:3870-114
