id,field_abstract,field_alt_title,field_classification,field_copyright_date,field_dewey_classification,field_edition,field_edtf_date_created,field_edtf_date_issued,field_extent,field_full_title,field_geographic_subject,field_identifier,field_isbn,field_language,field_lcc_classification,field_linked_agent,field_local_identifier,field_mode_of_issuance,field_note,field_oclc_number,field_physical_form,field_pid,field_place_published,field_place_published_country,field_resource_type,field_rights,field_subject,field_subjects_name,field_table_of_contents,title,file,parent_id,field_weight,field_member_of,field_model
lsu-ag-agexp:4869,,,,,,,,,,lsu-ag-agexp:4586-44,,,,,,,,,,,,lsu-ag-agexp:4869,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-44,,,,,Language
lsu-ag-agexp:486,,,,,,,,,,lsu-ag-agexp:429-52,,,,,,,,,,,,lsu-ag-agexp:486,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-52,,,,,Language
lsu-ag-agexp:4870,,,,,,,,,,lsu-ag-agexp:4586-134,,,,,,,,,,,,lsu-ag-agexp:4870,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-134,,,,,Language
lsu-ag-agexp:4871,,,,,,,,,,lsu-ag-agexp:4586-219,,,,,,,,,,,,lsu-ag-agexp:4871,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-219,,,,,Language
lsu-ag-agexp:4872,,,,,,,,,,lsu-ag-agexp:4586-140,,,,,,,,,,,,lsu-ag-agexp:4872,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-140,,,,,Language
lsu-ag-agexp:4873,,,,,,,,,,lsu-ag-agexp:4586-130,,,,,,,,,,,,lsu-ag-agexp:4873,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-130,,,,,Language
lsu-ag-agexp:4874,,,,,,,,,,lsu-ag-agexp:4586-81,,,,,,,,,,,,lsu-ag-agexp:4874,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-81,,,,,Language
lsu-ag-agexp:4875,,,,,,,,,,lsu-ag-agexp:4586-133,,,,,,,,,,,,lsu-ag-agexp:4875,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-133,,,,,Language
lsu-ag-agexp:4876,,,,,,,,,,lsu-ag-agexp:4586-216,,,,,,,,,,,,lsu-ag-agexp:4876,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4586-216,,,,,Language
lsu-ag-agexp:4877,,,,,,,,1944.0,,"Experiments with cotton, corn, sorghum and soybeans at the Rice Experiment Station, Crowley, Louisiana",,,,,,relators:aut:person:|relators:ctb:person:|relators:ctb:corporate_body:,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 383 (1944) Volume 383",,,lsu-ag-agexp:4877,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Louisiana -- Periodicals|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Cotton -- Louisiana|subject:Corn -- Louisiana|subject:Surghum -- Louisiana|subject:Soybean -- Louisiana,,,"Experiments with cotton, corn, sorghum and soybeans at the Rice Experiment Station, Crowley, Louisiana",,,,,Language
lsu-ag-agexp:4878,,,,,,,,,,lsu-ag-agexp:4877-12,,,,,,,,,,,,lsu-ag-agexp:4878,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-12,,,,,Language
lsu-ag-agexp:4879,,,,,,,,,,lsu-ag-agexp:4877-19,,,,,,,,,,,,lsu-ag-agexp:4879,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-19,,,,,Language
lsu-ag-agexp:487,,,,,,,,,,lsu-ag-agexp:429-67,,,,,,,,,,,,lsu-ag-agexp:487,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-67,,,,,Language
lsu-ag-agexp:4880,,,,,,,,,,lsu-ag-agexp:4877-9,,,,,,,,,,,,lsu-ag-agexp:4880,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-9,,,,,Language
lsu-ag-agexp:4881,,,,,,,,,,lsu-ag-agexp:4877-16,,,,,,,,,,,,lsu-ag-agexp:4881,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-16,,,,,Language
lsu-ag-agexp:4882,,,,,,,,,,lsu-ag-agexp:4877-15,,,,,,,,,,,,lsu-ag-agexp:4882,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-15,,,,,Language
lsu-ag-agexp:4883,,,,,,,,,,lsu-ag-agexp:4877-3,,,,,,,,,,,,lsu-ag-agexp:4883,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-3,,,,,Language
lsu-ag-agexp:4884,,,,,,,,,,lsu-ag-agexp:4877-4,,,,,,,,,,,,lsu-ag-agexp:4884,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-4,,,,,Language
lsu-ag-agexp:4885,,,,,,,,,,lsu-ag-agexp:4877-17,,,,,,,,,,,,lsu-ag-agexp:4885,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-17,,,,,Language
lsu-ag-agexp:4886,,,,,,,,,,lsu-ag-agexp:4877-5,,,,,,,,,,,,lsu-ag-agexp:4886,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-5,,,,,Language
lsu-ag-agexp:4887,,,,,,,,,,lsu-ag-agexp:4877-1,,,,,,,,,,,,lsu-ag-agexp:4887,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-1,,,,,Language
lsu-ag-agexp:4888,,,,,,,,,,lsu-ag-agexp:4877-6,,,,,,,,,,,,lsu-ag-agexp:4888,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-6,,,,,Language
lsu-ag-agexp:4889,,,,,,,,,,lsu-ag-agexp:4877-7,,,,,,,,,,,,lsu-ag-agexp:4889,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-7,,,,,Language
lsu-ag-agexp:488,,,,,,,,,,lsu-ag-agexp:429-22,,,,,,,,,,,,lsu-ag-agexp:488,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-22,,,,,Language
lsu-ag-agexp:4890,,,,,,,,,,lsu-ag-agexp:4877-10,,,,,,,,,,,,lsu-ag-agexp:4890,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-10,,,,,Language
lsu-ag-agexp:4891,,,,,,,,,,lsu-ag-agexp:4877-18,,,,,,,,,,,,lsu-ag-agexp:4891,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-18,,,,,Language
lsu-ag-agexp:4892,,,,,,,,,,lsu-ag-agexp:4877-13,,,,,,,,,,,,lsu-ag-agexp:4892,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-13,,,,,Language
lsu-ag-agexp:4893,,,,,,,,,,lsu-ag-agexp:4877-2,,,,,,,,,,,,lsu-ag-agexp:4893,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-2,,,,,Language
lsu-ag-agexp:4894,,,,,,,,,,lsu-ag-agexp:4877-8,,,,,,,,,,,,lsu-ag-agexp:4894,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-8,,,,,Language
lsu-ag-agexp:4895,,,,,,,,,,lsu-ag-agexp:4877-14,,,,,,,,,,,,lsu-ag-agexp:4895,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-14,,,,,Language
lsu-ag-agexp:4896,,,,,,,,,,lsu-ag-agexp:4877-11,,,,,,,,,,,,lsu-ag-agexp:4896,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4877-11,,,,,Language
lsu-ag-agexp:4897,,,,,,,,1888.0,,Sorghum.,,,,,,relators:ctb:person:|relators:ctb:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Truth Book and Job Office.,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 1, no. 12 (1888) Volume 12",,,lsu-ag-agexp:4897,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Louisiana -- Periodicals|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Sorghum -- Louisiana,,,Sorghum.,,,,,Language
lsu-ag-agexp:4898,,,,,,,,,,lsu-ag-agexp:4897-12,,,,,,,,,,,,lsu-ag-agexp:4898,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-12,,,,,Language
lsu-ag-agexp:4899,,,,,,,,,,lsu-ag-agexp:4897-9,,,,,,,,,,,,lsu-ag-agexp:4899,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-9,,,,,Language
lsu-ag-agexp:489,,,,,,,,,,lsu-ag-agexp:429-65,,,,,,,,,,,,lsu-ag-agexp:489,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-65,,,,,Language
lsu-ag-agexp:48,,,,,,,,,,lsu-ag-agexp:42-70,,,,,,,,,,,,lsu-ag-agexp:48,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-70,,,,,Language
lsu-ag-agexp:4900,,,,,,,,,,lsu-ag-agexp:4897-3,,,,,,,,,,,,lsu-ag-agexp:4900,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-3,,,,,Language
lsu-ag-agexp:4901,,,,,,,,,,lsu-ag-agexp:4897-4,,,,,,,,,,,,lsu-ag-agexp:4901,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-4,,,,,Language
lsu-ag-agexp:4902,,,,,,,,,,lsu-ag-agexp:4897-5,,,,,,,,,,,,lsu-ag-agexp:4902,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-5,,,,,Language
lsu-ag-agexp:4903,,,,,,,,,,lsu-ag-agexp:4897-1,,,,,,,,,,,,lsu-ag-agexp:4903,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-1,,,,,Language
lsu-ag-agexp:4904,,,,,,,,,,lsu-ag-agexp:4897-6,,,,,,,,,,,,lsu-ag-agexp:4904,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-6,,,,,Language
lsu-ag-agexp:4905,,,,,,,,,,lsu-ag-agexp:4897-7,,,,,,,,,,,,lsu-ag-agexp:4905,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-7,,,,,Language
lsu-ag-agexp:4906,,,,,,,,,,lsu-ag-agexp:4897-10,,,,,,,,,,,,lsu-ag-agexp:4906,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-10,,,,,Language
lsu-ag-agexp:4907,,,,,,,,,,lsu-ag-agexp:4897-13,,,,,,,,,,,,lsu-ag-agexp:4907,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-13,,,,,Language
lsu-ag-agexp:4908,,,,,,,,,,lsu-ag-agexp:4897-2,,,,,,,,,,,,lsu-ag-agexp:4908,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-2,,,,,Language
lsu-ag-agexp:4909,,,,,,,,,,lsu-ag-agexp:4897-8,,,,,,,,,,,,lsu-ag-agexp:4909,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-8,,,,,Language
lsu-ag-agexp:490,,,,,,,,,,lsu-ag-agexp:429-21,,,,,,,,,,,,lsu-ag-agexp:490,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-21,,,,,Language
lsu-ag-agexp:4910,,,,,,,,,,lsu-ag-agexp:4897-11,,,,,,,,,,,,lsu-ag-agexp:4910,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4897-11,,,,,Language
lsu-ag-agexp:4911,,,,,,,,1911.0,,Experiments with oil burning in boiler furnaces.,,,,,,relators:aut:person:|relators:ctb:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Ramires-Jones printing co.,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 131 (1911) Volume 131",,,lsu-ag-agexp:4911,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Sugar -- Manufacture and refining -- Equipment and supplies,,,Experiments with oil burning in boiler furnaces.,,,,,Language
lsu-ag-agexp:4912,,,,,,,,,,lsu-ag-agexp:4911-50,,,,,,,,,,,,lsu-ag-agexp:4912,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-50,,,,,Language
lsu-ag-agexp:4913,,,,,,,,,,lsu-ag-agexp:4911-29,,,,,,,,,,,,lsu-ag-agexp:4913,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-29,,,,,Language
lsu-ag-agexp:4914,,,,,,,,,,lsu-ag-agexp:4911-33,,,,,,,,,,,,lsu-ag-agexp:4914,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-33,,,,,Language
lsu-ag-agexp:4915,,,,,,,,,,lsu-ag-agexp:4911-32,,,,,,,,,,,,lsu-ag-agexp:4915,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-32,,,,,Language
lsu-ag-agexp:4916,,,,,,,,,,lsu-ag-agexp:4911-43,,,,,,,,,,,,lsu-ag-agexp:4916,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-43,,,,,Language
lsu-ag-agexp:4917,,,,,,,,,,lsu-ag-agexp:4911-12,,,,,,,,,,,,lsu-ag-agexp:4917,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-12,,,,,Language
lsu-ag-agexp:4918,,,,,,,,,,lsu-ag-agexp:4911-25,,,,,,,,,,,,lsu-ag-agexp:4918,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-25,,,,,Language
lsu-ag-agexp:4919,,,,,,,,,,lsu-ag-agexp:4911-54,,,,,,,,,,,,lsu-ag-agexp:4919,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-54,,,,,Language
lsu-ag-agexp:491,,,,,,,,,,lsu-ag-agexp:429-20,,,,,,,,,,,,lsu-ag-agexp:491,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-20,,,,,Language
lsu-ag-agexp:4920,,,,,,,,,,lsu-ag-agexp:4911-19,,,,,,,,,,,,lsu-ag-agexp:4920,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-19,,,,,Language
lsu-ag-agexp:4921,,,,,,,,,,lsu-ag-agexp:4911-27,,,,,,,,,,,,lsu-ag-agexp:4921,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-27,,,,,Language
lsu-ag-agexp:4922,,,,,,,,,,lsu-ag-agexp:4911-40,,,,,,,,,,,,lsu-ag-agexp:4922,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-40,,,,,Language
lsu-ag-agexp:4923,,,,,,,,,,lsu-ag-agexp:4911-9,,,,,,,,,,,,lsu-ag-agexp:4923,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-9,,,,,Language
lsu-ag-agexp:4924,,,,,,,,,,lsu-ag-agexp:4911-36,,,,,,,,,,,,lsu-ag-agexp:4924,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-36,,,,,Language
lsu-ag-agexp:4925,,,,,,,,,,lsu-ag-agexp:4911-53,,,,,,,,,,,,lsu-ag-agexp:4925,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-53,,,,,Language
lsu-ag-agexp:4926,,,,,,,,,,lsu-ag-agexp:4911-16,,,,,,,,,,,,lsu-ag-agexp:4926,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-16,,,,,Language
lsu-ag-agexp:4927,,,,,,,,,,lsu-ag-agexp:4911-41,,,,,,,,,,,,lsu-ag-agexp:4927,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-41,,,,,Language
lsu-ag-agexp:4928,,,,,,,,,,lsu-ag-agexp:4911-46,,,,,,,,,,,,lsu-ag-agexp:4928,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-46,,,,,Language
lsu-ag-agexp:4929,,,,,,,,,,lsu-ag-agexp:4911-24,,,,,,,,,,,,lsu-ag-agexp:4929,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-24,,,,,Language
lsu-ag-agexp:492,,,,,,,,,,lsu-ag-agexp:429-66,,,,,,,,,,,,lsu-ag-agexp:492,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-66,,,,,Language
lsu-ag-agexp:4930,,,,,,,,,,lsu-ag-agexp:4911-15,,,,,,,,,,,,lsu-ag-agexp:4930,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-15,,,,,Language
lsu-ag-agexp:4931,,,,,,,,,,lsu-ag-agexp:4911-31,,,,,,,,,,,,lsu-ag-agexp:4931,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-31,,,,,Language
lsu-ag-agexp:4932,,,,,,,,,,lsu-ag-agexp:4911-48,,,,,,,,,,,,lsu-ag-agexp:4932,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-48,,,,,Language
lsu-ag-agexp:4933,,,,,,,,,,lsu-ag-agexp:4911-47,,,,,,,,,,,,lsu-ag-agexp:4933,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-47,,,,,Language
lsu-ag-agexp:4934,,,,,,,,,,lsu-ag-agexp:4911-3,,,,,,,,,,,,lsu-ag-agexp:4934,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-3,,,,,Language
lsu-ag-agexp:4935,,,,,,,,,,lsu-ag-agexp:4911-4,,,,,,,,,,,,lsu-ag-agexp:4935,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-4,,,,,Language
lsu-ag-agexp:4936,,,,,,,,,,lsu-ag-agexp:4911-30,,,,,,,,,,,,lsu-ag-agexp:4936,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-30,,,,,Language
lsu-ag-agexp:4937,,,,,,,,,,lsu-ag-agexp:4911-17,,,,,,,,,,,,lsu-ag-agexp:4937,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-17,,,,,Language
lsu-ag-agexp:4938,,,,,,,,,,lsu-ag-agexp:4911-35,,,,,,,,,,,,lsu-ag-agexp:4938,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-35,,,,,Language
lsu-ag-agexp:4939,,,,,,,,,,lsu-ag-agexp:4911-55,,,,,,,,,,,,lsu-ag-agexp:4939,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-55,,,,,Language
lsu-ag-agexp:493,,,,,,,,,,lsu-ag-agexp:429-8,,,,,,,,,,,,lsu-ag-agexp:493,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-8,,,,,Language
lsu-ag-agexp:4940,,,,,,,,,,lsu-ag-agexp:4911-23,,,,,,,,,,,,lsu-ag-agexp:4940,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-23,,,,,Language
lsu-ag-agexp:4941,,,,,,,,,,lsu-ag-agexp:4911-5,,,,,,,,,,,,lsu-ag-agexp:4941,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-5,,,,,Language
lsu-ag-agexp:4942,,,,,,,,,,lsu-ag-agexp:4911-58,,,,,,,,,,,,lsu-ag-agexp:4942,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-58,,,,,Language
lsu-ag-agexp:4943,,,,,,,,,,lsu-ag-agexp:4911-45,,,,,,,,,,,,lsu-ag-agexp:4943,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-45,,,,,Language
lsu-ag-agexp:4944,,,,,,,,,,lsu-ag-agexp:4911-1,,,,,,,,,,,,lsu-ag-agexp:4944,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-1,,,,,Language
lsu-ag-agexp:4945,,,,,,,,,,lsu-ag-agexp:4911-6,,,,,,,,,,,,lsu-ag-agexp:4945,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-6,,,,,Language
lsu-ag-agexp:4946,,,,,,,,,,lsu-ag-agexp:4911-7,,,,,,,,,,,,lsu-ag-agexp:4946,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-7,,,,,Language
lsu-ag-agexp:4947,,,,,,,,,,lsu-ag-agexp:4911-49,,,,,,,,,,,,lsu-ag-agexp:4947,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-49,,,,,Language
lsu-ag-agexp:4948,,,,,,,,,,lsu-ag-agexp:4911-10,,,,,,,,,,,,lsu-ag-agexp:4948,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-10,,,,,Language
lsu-ag-agexp:4949,,,,,,,,,,lsu-ag-agexp:4911-38,,,,,,,,,,,,lsu-ag-agexp:4949,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-38,,,,,Language
lsu-ag-agexp:494,,,,,,,,,,lsu-ag-agexp:429-14,,,,,,,,,,,,lsu-ag-agexp:494,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-14,,,,,Language
lsu-ag-agexp:4950,,,,,,,,,,lsu-ag-agexp:4911-57,,,,,,,,,,,,lsu-ag-agexp:4950,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-57,,,,,Language
lsu-ag-agexp:4951,,,,,,,,,,lsu-ag-agexp:4911-39,,,,,,,,,,,,lsu-ag-agexp:4951,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-39,,,,,Language
lsu-ag-agexp:4952,,,,,,,,,,lsu-ag-agexp:4911-51,,,,,,,,,,,,lsu-ag-agexp:4952,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-51,,,,,Language
lsu-ag-agexp:4953,,,,,,,,,,lsu-ag-agexp:4911-18,,,,,,,,,,,,lsu-ag-agexp:4953,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-18,,,,,Language
lsu-ag-agexp:4954,,,,,,,,,,lsu-ag-agexp:4911-42,,,,,,,,,,,,lsu-ag-agexp:4954,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-42,,,,,Language
lsu-ag-agexp:4955,,,,,,,,,,lsu-ag-agexp:4911-26,,,,,,,,,,,,lsu-ag-agexp:4955,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-26,,,,,Language
lsu-ag-agexp:4956,,,,,,,,,,lsu-ag-agexp:4911-13,,,,,,,,,,,,lsu-ag-agexp:4956,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-13,,,,,Language
lsu-ag-agexp:4957,,,,,,,,,,lsu-ag-agexp:4911-28,,,,,,,,,,,,lsu-ag-agexp:4957,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-28,,,,,Language
lsu-ag-agexp:4958,,,,,,,,,,lsu-ag-agexp:4911-2,,,,,,,,,,,,lsu-ag-agexp:4958,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-2,,,,,Language
lsu-ag-agexp:4959,,,,,,,,,,lsu-ag-agexp:4911-56,,,,,,,,,,,,lsu-ag-agexp:4959,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-56,,,,,Language
lsu-ag-agexp:495,,,,,,,,,,lsu-ag-agexp:429-11,,,,,,,,,,,,lsu-ag-agexp:495,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-11,,,,,Language
lsu-ag-agexp:4960,,,,,,,,,,lsu-ag-agexp:4911-52,,,,,,,,,,,,lsu-ag-agexp:4960,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-52,,,,,Language
lsu-ag-agexp:4961,,,,,,,,,,lsu-ag-agexp:4911-22,,,,,,,,,,,,lsu-ag-agexp:4961,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-22,,,,,Language
lsu-ag-agexp:4962,,,,,,,,,,lsu-ag-agexp:4911-21,,,,,,,,,,,,lsu-ag-agexp:4962,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-21,,,,,Language
lsu-ag-agexp:4963,,,,,,,,,,lsu-ag-agexp:4911-20,,,,,,,,,,,,lsu-ag-agexp:4963,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-20,,,,,Language
lsu-ag-agexp:4964,,,,,,,,,,lsu-ag-agexp:4911-8,,,,,,,,,,,,lsu-ag-agexp:4964,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-8,,,,,Language
lsu-ag-agexp:4965,,,,,,,,,,lsu-ag-agexp:4911-14,,,,,,,,,,,,lsu-ag-agexp:4965,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-14,,,,,Language
lsu-ag-agexp:4966,,,,,,,,,,lsu-ag-agexp:4911-11,,,,,,,,,,,,lsu-ag-agexp:4966,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-11,,,,,Language
lsu-ag-agexp:4967,,,,,,,,,,lsu-ag-agexp:4911-59,,,,,,,,,,,,lsu-ag-agexp:4967,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-59,,,,,Language
lsu-ag-agexp:4968,,,,,,,,,,lsu-ag-agexp:4911-60,,,,,,,,,,,,lsu-ag-agexp:4968,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-60,,,,,Language
lsu-ag-agexp:4969,,,,,,,,,,lsu-ag-agexp:4911-37,,,,,,,,,,,,lsu-ag-agexp:4969,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-37,,,,,Language
lsu-ag-agexp:496,,,,,,,,,,lsu-ag-agexp:429-59,,,,,,,,,,,,lsu-ag-agexp:496,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:429-59,,,,,Language
lsu-ag-agexp:4970,,,,,,,,,,lsu-ag-agexp:4911-34,,,,,,,,,,,,lsu-ag-agexp:4970,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-34,,,,,Language
lsu-ag-agexp:4971,,,,,,,,,,lsu-ag-agexp:4911-44,,,,,,,,,,,,lsu-ag-agexp:4971,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:4911-44,,,,,Language
lsu-ag-agexp:4972,,,,,,,,1926.0,,The selection of sugar cane.,,,,,,relators:aut:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Ramires-Jones printing co.,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 195 (1926) Volume 195",,,lsu-ag-agexp:4972,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals,,,The selection of sugar cane.,,,,,Language
